都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,医療機関の種類,住所,方書,lat,lon,電話番号,内線番号,FAX番号,法人番号,法人の名称,医療機関コード,診療曜日,診療開始時間,診療終了時間,診療日時特記事項,時間外における対応,診療科目,病床数,URL,備考
472123,0000000627,沖縄県,豊見城市,医療法人おもと会　大浜第二病院,イリョウホウジンオモトカイ　オオハマダイニビョウイン,病院,豊見城市字渡嘉敷150番地,,26.17271214,127.68348773,(098)851-0103,,,,,,,,,,,内科;リハビリテーション科,0,,
472107,0000000628,沖縄県,糸満市,西崎病院,イリザキビョウイン,病院,糸満市字座波371番地1,,26.14811649,127.68773755,(098)992-0055,,,,,,,,,,,内科;外科;整形外科;皮膚科;リハビリテーション科;泌尿器科;脳神経外科;小児科;胃腸科;こう門科;耳鼻咽喉科;腎臓内科;美容皮膚科,0,,
473502,0000000629,沖縄県,南風原町,沖縄県立南部医療センター・こども医療センター,オキナワケンリツナンブイリョウセンター・コドモイリョウセンター,病院,南風原町字新川118番1,,26.20439773,127.72371703,(098)888-0123,,,,,,,,,,,内科;呼吸器内科;消化器内科;循環器内科;神経内科;外科;呼吸器外科;消化器外科;気管食道外科;心臓血管外科;脳神経外科;小児外科;整形外科;形成外科;精神科;リュウマチ科;小児科;皮膚科;泌尿器科;産科;婦人科;眼科;耳鼻咽喉科;リハビリテ－ション科;放射線科;病理診断科;救急科;歯科口腔外科;麻酔科;その他管理規定で定める診療科目（腎臓内科;血液;腫瘍内科;感染症内科;糖尿病;代謝内科;乳腺外科;小児循環器内科;小児心臓血管外科;小児腎臓内科;小児神経内科;小児血液;腫瘍内科;小児内分泌;代謝内科;小児脳神経外科;小児整形外科;小児形成外科;小児精神科;小児泌尿器科;小児眼科;小児耳鼻咽喉科;新生児内科;小児放射線科;小児麻酔科）,0,,
472158,0000000630,沖縄県,南城市,医療法人真徳会 　沖縄メディカル病院 ,イリョウホウジンマコトトクカイ 　オキナワメディカルビョウイン ,病院,南城市佐敷字津波古西原2310番地,,26.18304820,127.77504999,(098)947-3555,,,,,,,,,,,内科;呼吸器内科;循環器内科;消化器内科;外科;整形外科;皮膚科;耳鼻いんこう科;リハビリテーション科;放射線科,0,,
472085,0000000631,沖縄県,浦添市,牧港中央病院,マキミナトチュウオウビョウイン,病院,浦添市字牧港1199番地,,26.26782468,127.71519536,(098)877-0575,,,,,,,,,,,"内科;循環器内科;心臓血管外科;人工透析内科;消化器内科;外科;
リハビリテーション科;麻酔科;腎臓内科;呼吸器内科;血管外科",0,,
472085,0000000632,沖縄県,浦添市,嶺井第一病院,ミネイダイイチビョウイン,病院,浦添市字大平466番地,,26.24275172,127.71077425,(098)877-5806,,,,,,,,,,,耳鼻咽喉科;脳神経外科;内科;神経内科;整形外科;リハビリテーション科;放射線科;漢方内科;泌尿器科,0,,
472085,0000000633,沖縄県,浦添市,社会医療法人仁愛会　 浦添総合病院,シャカイイリョウホウジンジンアイカイ　 ウラソエソウゴウビョウイン,病院,浦添市伊祖四丁目16番1号,,26.25454277,127.72312031,(098)878-0231,,,,,,,,,,,内科;循環器内科;呼吸器内科;消化器内科;消化器外科;小児科;外科;乳腺外科;肛門外科;整形外科;産科;婦人科;眼科;耳鼻咽喉科;脳神経外科;麻酔科;放射線科;形成外科;アレルギー科;リハビリテーション科;歯科;歯科口腔外科;心臓血管外科;呼吸器外科;食道外科;神経内科;腎臓内科;病理診断科;救急科;腎;泌尿器科,0,,
472085,0000000634,沖縄県,浦添市,医療法人八重瀬会　　同仁病院,イリョウホウジンヤエセカイ　　ドウジンビョウイン,病院,浦添市城間1-37-12,,26.25593103,127.70819623,(098)876-2212,,,,,,,,,,,内科;小児科;外科;整形外科;泌尿器科;皮膚科;歯科;歯科口腔外科;リハビリテーション科;麻酔科;形成外科;循環器内科;呼吸器内科;消化器内科;消化器外科;肛門外科;腎臓内科;放射線科;精神科,0,,
472085,0000000635,沖縄県,浦添市,平安病院,ヒラヤスビョウイン,病院,浦添市字経塚346,,26.23519451,127.72422356,(098)877-6467,,,,,,,,,,,精神科;心療内科;内科;小児科,0,,
473618,0000000636,沖縄県,久米島町,公立久米島病院,コウリツクメジマビョウイン,病院,久米島町字嘉手苅572-3,,26.34207828,126.76502426,(098)985-5555,,,,,,,,,,,内科;小児科;外科;産婦人科;整形外科;耳鼻咽喉科;皮膚科;眼科;精神科;泌尿器科;循環器内科;神経内科;糖尿病内科;リハビリテーション科,0,,
472085,0000000637,沖縄県,浦添市,嶺井リハビリ病院,ミネイリハビリビョウイン,病院,浦添市牧港3丁目1番10号,,26.26006742,127.72761148,(098)874-0100,,,,,,,,,,,内科;呼吸器内科;リハビリテーション科,0,,
472085,0000000638,沖縄県,浦添市,沖縄療育園,オキナワリョウイクエン,病院,浦添市経塚714番地,,26.23697493,127.72542340,(098)877-3478,,,,,,,,,,,内科;小児科;整形外科,0,,
472123,0000000639,沖縄県,豊見城市,豊見城中央病院 ,トミグスクチュウオウビョウイン ,病院,豊見城市字上田25番地,,26.17582784,127.67609581,(098)851-0501,,,,,,,,,,,内科;呼吸器内科;循環器内科;消化器内科;糖尿病;内分泌内科;脳神経内科;外科;整形外科;脳神経外科;精神科;皮膚科;泌尿器科;耳鼻咽喉科;リハビリテーション科;放射線科;歯科;麻酔科;緩和ケア内科;眼科,0,,
472123,0000000640,沖縄県,豊見城市,友愛医療センター ,ユウアイイリョウセンター ,病院,豊見城市字与根50番地5,,26.17090997,127.65425179,(098)850-3811,,,,,,,,,,,内科;呼吸器内科;消化器内科;循環器内科;腎臓内科;脳神経内科;膠原病内科;リウマチ科;精神科;糖尿病;代謝内科;外科;乳腺外科;呼吸器外科;消化器外科;内視鏡外科;血管外科;心臓血管外科;移植外科;小児科;整形外科;緩和ケア外科;産婦人科;産婦人科（不妊治療）;耳鼻咽喉科;眼科;皮膚科;腎;泌尿器外科;脳神経外科;形成外科;美容外科;美容皮膚科;顎顔面外科;麻酔科;放射線科;リハビリテーション科;救急科;病理診断科;歯科,0,,
472107,0000000641,沖縄県,糸満市,医療法人崇穂会　兼島医院,イリョウホウジンタカシホカイ　カネシマイイン,有床診療所,糸満市字糸満1505番地2,,26.12573419,127.67417474,(098)992-4850,,,,,,,,,,,内科;外科;消化器内科;消化器外科;皮膚科;肛門外科;整形外科;泌尿器科;腎臓内科,0,,
472107,0000000642,沖縄県,糸満市,くでけん小児科,クデケンショウニカ,無床診療所,糸満市西崎6-11-8,,26.14361608,127.66912750,(098)994-2099,,,,,,,,,,,小児科,0,,
472107,0000000643,沖縄県,糸満市,健孝クリニック,ケンタカシクリニック,無床診療所,糸満市字潮平714-2,,26.14632160,127.67273564,(098)994-1177,,,,,,,,,,,内科;皮膚科,0,,
472107,0000000644,沖縄県,糸満市,南部整形外科,ナンブセイケイゲカ,無床診療所,糸満市字潮平714-2,,26.14632160,127.67273564,(098)994-1155,,,,,,,,,,,整形外科,0,,
472107,0000000645,沖縄県,糸満市,医療法人水晶会　安里眼科,イリョウホウジンスイショウカイ　アサトガンカ,有床診療所,糸満市字潮平722,,26.14625497,127.67310507,(098)994-1882,,,,,,,,,,,眼科,0,,
472107,0000000646,沖縄県,糸満市,耳鼻咽喉科かおる医院,ジビインコウカカオルイイン,無床診療所,糸満市字潮平705番地4,,26.14551886,127.67208568,(098)994-1133,,,,,,,,,,,耳鼻咽喉科;小児科,0,,
472107,0000000647,沖縄県,糸満市,ハートフルクリニック,ハートフルクリニック,無床診療所,糸満市字武富169-2,,26.16555171,127.69334534,(098)994-7436,,,,,,,,,,,内科;小児科;皮膚科;循環器科;神経内科;外科,0,,
473294,0000000648,沖縄県,西原町,太田小児科医院,オオタショウニカイイン,無床診療所,西原町字小橋川164番1,,26.22607151,127.76388205,(098)946-5081,,,,,,,,,,,小児科;児童精神科,0,,
473294,0000000649,沖縄県,西原町,医療法人和み会　城間医院,イリョウホウジンナゴミカイ　シロマイイン,無床診療所,西原町字翁長240-7,,26.22887373,127.75383821,(098)945-4551,,,,,,,,,,,内科;精神科;神経科,0,,
473294,0000000650,沖縄県,西原町,のびのび整形外科,ノビノビセイケイゲカ,無床診療所,西原町棚原1丁目21番8,,26.24188356,127.75379330,(098)946-5717,,,,,,,,,,,整形外科;リハビリテーション科;内科;放射線科,0,,
472123,0000000651,沖縄県,豊見城市,かでな内科医院,カデナナイカイイン,無床診療所,豊見城市字豊見城753-2,,26.18307454,127.68247270,(098)850-5266,,,,,,,,,,,内科;胃腸科;循環器科;呼吸器科;小児科,0,,
472123,0000000652,沖縄県,豊見城市,とよみクリニック,トヨミクリニック,無床診療所,豊見城市字真玉橋123番地,,26.19415123,127.69558718,(098)856-5700,,,,,,,,,,,"内科;呼吸器科;消化器科;循環器科;小児科;皮膚科
",0,,
472123,0000000653,沖縄県,豊見城市,垣花整形外科医院,カキノハナセイケイゲカイイン,無床診療所,豊見城市字豊見城1007-30,,26.18914309,127.68100822,(098)850-4160,,,,,,,,,,,"整形外科;リハビリテーション科
",0,,
472123,0000000654,沖縄県,豊見城市,軽費老人ホームおなが園診療所,ケイヒロウジンホームオナガエンシンリョウジョ,無床診療所,豊見城市字翁長141,,26.15857917,127.67366045,(098)850-5233,,,,,,,,,,,内科,0,,
472123,0000000655,沖縄県,豊見城市,特別養護老人ホーム良長園内診療所,トクベツヨウゴロウジンホームリョウチョウエンナイシンリョウジョ,無床診療所,豊見城市字金良88,,26.17945315,127.70351278,(098)850-1200,,,,,,,,,,,内科,0,,
473626,0000000656,沖縄県,八重瀬町,特別養護老人ホーム転生園内診療所,トクベツヨウゴロウジンホームテンセイエンナイシンリョウジョ,無床診療所,八重瀬町字安里670,,26.12262716,127.72801735,(098)998-7652,,,,,,,,,,,内科,0,,
472158,0000000657,沖縄県,南城市,特別養護老人ホーム小谷園医務室,トクベツヨウゴロウジンホームオコクエンイムシツ,無床診療所,南城市佐敷字小谷238番1,,26.17342932,127.76339032,(098)947-0990,,,,,,,,,,,内科,0,,
473481,0000000658,沖縄県,与那原町,特別養護老人ホーム 「与那原日の出園」診療所,トクベツヨウゴロウジンホーム 「ヨナハラヒノデエン」シンリョウジョ,無床診療所,与那原町字与那原3782番1,,26.19773539,127.76357237,(098)946-5138,,,,,,,,,,,内科,0,,
472158,0000000659,沖縄県,南城市,医療法人　みなみ耳鼻咽喉科医院,イリョウホウジン　ミナミジビインコウカイイン,無床診療所,南城市大里字仲間1112-5,,26.17495390,127.74747219,(098)946-7033,,,,,,,,,,,耳鼻咽喉科,0,,
473502,0000000660,沖縄県,南風原町,のはら小児科医院,ノハラショウニカイイン,無床診療所,南風原町字兼城258番地,,26.19662096,127.73106690,(098)888-2111,,,,,,,,,,,小児科,0,,
473502,0000000661,沖縄県,南風原町,沖縄県南部保健所,オキナワケンナンブホケンジョ,無床診療所,南風原町字宮平212番地,,26.19903195,127.73889101,(098)889-6351,,,,,,,,,,,内科;歯科,0,,
473502,0000000662,沖縄県,南風原町,沖縄県総合精神保健福祉センター,オキナワケンソウゴウセイシンホケンフクシセンター,無床診療所,南風原町字宮平212,,26.19903195,127.73889101,(098)888-1443,,,,,,,,,,,精神科,0,,
473502,0000000663,沖縄県,南風原町,医療法人　上里整形外科,イリョウホウジン　ウエザトセイケイゲカ,無床診療所,南風原町字兼城401,,26.19658474,127.72443143,(098)888-2227,,,,,,,,,,,整形外科;リハビリテーション科,0,,
473502,0000000664,沖縄県,南風原町,一般財団法人　 沖縄県健康づくり財団附属診療所,イッパンザイダンホウジン　 オキナワケンケンコウヅクリザイダンフゾクシンリョウジョ,無床診療所,南風原町字宮平212番地,,26.19903195,127.73889101,(098)889-6474,,,,,,,,,,,内科;婦人科;小児科;循環器科;消化器科;呼吸器科;外科;皮膚科,0,,
473502,0000000665,沖縄県,南風原町,一日橋医院,イッニッパシイイン,無床診療所,南風原町字兼城497-1,,26.19681519,127.71931802,(098)889-7387,,,,,,,,,,,外科;内科;整形外科;皮膚科,0,,
473502,0000000666,沖縄県,南風原町,医療法人江南会  はえばる皮ふ科医院,イリョウホウジンカンナムカイ  ハエバルヒフカイイン,無床診療所,南風原町字兼城725,,26.19003553,127.73078127,(098)889-7557,,,,,,,,,,,"皮膚科
宛先不明（業務従事者届）のため返送　H26.12.22",0,,
473502,0000000667,沖縄県,南風原町,医療法人江南会   はえばる眼科医院,イリョウホウジンカンナムカイ   ハエバルガンカイイン,無床診療所,南風原町字兼城725,,26.19003553,127.73078127,(098)889-7555,,,,,,,,,,,"眼科
宛先不明（業務従事者届）のため返送　H26.12.22",0,,
473502,0000000668,沖縄県,南風原町,てるや整形外科,テルヤセイケイゲカ,無床診療所,南風原町字津嘉山1595,,26.18385268,127.71262251,(098)888-3636,,,,,,,,,,,"整形外科
",0,,
473626,0000000669,沖縄県,八重瀬町,東風平第一医院,コチンダダイイチイイン,無床診療所,八重瀬町字友寄42番地,,26.17033737,127.72103351,(098)998-6987,,,,,,,,,,,内科;外科;胃腸科;リハビリテーション科,0,,
473626,0000000670,沖縄県,八重瀬町,特別養護老人ホームときわ苑医務室,トクベツヨウゴロウジンホームトキワソノイムシツ,無床診療所,八重瀬町字当銘378番地1,,26.15171649,127.69872824,(098)998-8899,,,,,,,,,,,内科,0,,
472158,0000000671,沖縄県,南城市,特別養護老人ホーム しらゆりの園,トクベツヨウゴロウジンホーム シラユリノエン,無床診療所,南城市知念字久手堅275-1,,26.17127297,127.82618545,(098)948-7060,,,,,,,,,,,内科;精神科,0,,
472158,0000000672,沖縄県,南城市,沖縄刑務所医務課診療所,オキナワケイムショイムカシンリョウジョ,有床診療所,南城市知念字具志堅330,,26.16100099,127.80415983,(098)948-1096,,,,,,,,,,,内科;外科;歯科,0,,
472158,0000000673,沖縄県,南城市,沖縄県立南部医療センター・こども医療センター病院附属久高診療所,オキナワケンリツナンブイリョウセンター・コドモイリョウセンタービョウインフゾククダカシンリョウジョ,無床診療所,南城市知念字久高231-2,,26.15556278,127.88760352,(098)948-1319,,,,,,,,,,,内科;外科;小児科,0,,
473502,0000000674,沖縄県,南風原町,はえばる耳鼻咽喉科,ハエバルジビインコウカ,有床診療所,南風原町字新川163番地,,26.20325349,127.72725012,(098)888-4970,,,,,,,,,,,耳鼻咽喉科,0,,
473294,0000000675,沖縄県,西原町,しらかわ内科,シラカワナイカ,無床診療所,西原町棚原1丁目20番10,,26.24178914,127.75478490,(098)944-3550,,,,,,,,,,,内科;小児科,0,,
473481,0000000676,沖縄県,与那原町,野原整形外科,ノハラセイケイゲカ,無床診療所,与那原町字上与那原341-2,,26.20015156,127.75181763,(098)946-1010,,,,,,,,,,,整形外科;リハビリテーション科,0,,
472107,0000000677,沖縄県,糸満市,かみや母と子のクリニック,カミヤハハトコノクリニック,有床診療所,糸満市字阿波根1552番地2,,26.15158791,127.67259947,(098)995-3511,,,,,,,,,,,産婦人科;小児科,0,,
472107,0000000678,沖縄県,糸満市,かみやクリニック,カミヤクリニック,無床診療所,糸満市字阿波根1552-2,,26.15158791,127.67259947,(098)995-3377,,,,,,,,,,,整形外科;皮膚科;内科;リハビリテーション科,0,,
472107,0000000679,沖縄県,糸満市,特別養護老人ホームいとまんシャトー,トクベツヨウゴロウジンホームイトマンシャトー,無床診療所,糸満市字大里927番2,,26.13535621,127.69174279,(098)995-2425,,,,,,,,,,,内科,0,,
472123,0000000680,沖縄県,豊見城市,特別養護老人ホームすみれ医務室,トクベツヨウゴロウジンホームスミレイムシツ,無床診療所,豊見城市字渡嘉敷150,,26.17271214,127.68348773,(098)851-0100,,,,,,,,,,,内科,0,,
472107,0000000681,沖縄県,糸満市,障害者支援施設　ソフィア医務室,ショウガイシャシエンシセツ　ソフィアイムシツ,無床診療所,糸満市字阿波根1029番地10,,26.15193813,127.67793255,(098)948-7631,,,,,,,,,,,内科,0,,
472107,0000000682,沖縄県,糸満市,医療法人徳洲会　ひめゆりクリニック,イリョウホウジントクシュウカイ　ヒメユリクリニック,無床診療所,糸満市字伊原107-1,,26.09473670,127.68473850,(098)997-3702,,,,,,,,,,,内科;外科;小児科;皮膚科;循環器科;整形外科,0,,
473294,0000000683,沖縄県,西原町,あいわクリニック,アイワクリニック,無床診療所,西原町字池田766番地2,,26.22044093,127.74389759,(098)946-5558,,,,,,,,,,,内科;小児科;リハビリテーション科,0,,
472123,0000000684,沖縄県,豊見城市,医療法人あすなろきっず　 しろま小児科医院,イリョウホウジンアスナロキッズ　 シロマショウニカイイン,無床診療所,豊見城市字豊見城294-2　暁ハイツ2Ｆ,,26.18415459,127.67600895,(098)856-8811,,,,,,,,,,,小児科,0,,
473294,0000000685,沖縄県,西原町,琉球大学保健管理センター,リュウキュウダイガクホケンカンリセンター,無床診療所,西原町字千原1番地,,26.24742496,127.76483670,(098)895-8144,,,,,,,,,,,外科;精神科;内科,0,,
473481,0000000686,沖縄県,与那原町,ながみね内科,ナガミネナイカ,無床診療所,与那原町字与那原1121番地,,26.21054237,127.75958032,(098)882-0777,,,,,,,,,,,循環器科;呼吸器科;消化器科;内科,0,,
472107,0000000687,沖縄県,糸満市,沖縄偕生園　医務室,オキナワカイセイエン　イムシツ,無床診療所,糸満市字小波蔵321番地,,26.10734934,127.66876435,(098)852-4100,,,,,,,,,,,内科,0,,
472123,0000000688,沖縄県,豊見城市,おなが眼科医院,オナガガンカイイン,無床診療所,豊見城市字豊見城437-2,,26.18242441,127.67869513,(098)850-6165,,,,,,,,,,,眼科,0,,
473481,0000000689,沖縄県,与那原町,医療法人あおぞら会　あおぞら小児科,イリョウホウジンアオゾラカイ　アオゾラショウニカ,無床診療所,与那原町字上与那原340-1,,26.20033210,127.75210647,(098)946-1955,,,,,,,,,,,内科;小児科;整形外科;皮膚科;眼科;耳鼻咽喉科;精神科,0,,
472123,0000000690,沖縄県,豊見城市,いしかわ眼科クリニック,イシカワガンカクリニック,有床診療所,豊見城市字高安317番地1,,26.17526473,127.68619845,(098)851-2200,,,,,,,,,,,眼科,0,,
472123,0000000691,沖縄県,豊見城市,しいな整形外科,シイナセイケイゲカ,無床診療所,豊見城市字高安317-1,,26.17526473,127.68619845,(098)850-0417,,,,,,,,,,,整形外科;リハビリテーション科,0,,
473294,0000000692,沖縄県,西原町,にしはら耳鼻咽喉科,ニシハラジビインコウカ,無床診療所,西原町字小波津3-6,,26.22696285,127.75536597,(098)944-1055,,,,,,,,,,,耳鼻咽喉科,0,,
472123,0000000693,沖縄県,豊見城市,社会医療法人友愛会豊見城中央病院附属豊崎クリニック ,シャカイイリョウホウジンユウアイカイトミグスクチュウオウビョウインフゾクトヨサキクリニック ,無床診療所,豊見城市字豊崎1番412,,26.16035588,127.66019949,(098)840-5151,,,,,,,,,,,放射線科,0,,
472123,0000000694,沖縄県,豊見城市,空と海とクリニック,ソラトウミトクリニック,無床診療所,豊見城市宜保2丁目7-7,,26.17881360,127.67596224,(098)840-2000,,,,,,,,,,,内科;小児科;消化器科;呼吸器科;リハビリテーション科,0,,
472107,0000000695,沖縄県,糸満市,てるや眼科クリニック,テルヤガンカクリニック,無床診療所,糸満市字糸満1266-1,,26.12592018,127.66991666,(098)992-0800,,,,,,,,,,,眼科,0,,
473294,0000000696,沖縄県,西原町,SAKU整形クリニック,サクセイケイクリニック,無床診療所,西原町字小波津3-5,,26.22673787,127.75524375,(098)882-0001,,,,,,,,,,,リウマチ科;外科;整形外科;リハビリテーション科,0,,
473294,0000000697,沖縄県,西原町,にしはら皮フ科,ニシハラカワフカ,無床診療所,西原町字小波津3番5,,26.22673787,127.75524375,(098)946-0112,,,,,,,,,,,皮膚科,0,,
473294,0000000698,沖縄県,西原町,しんざと内科,シンザトナイカ,無床診療所,西原町字小波津3-5,,26.22673787,127.75524375,(098)946-5500,,,,,,,,,,,内科;呼吸器科;消化器科;循環器科;アレルギー科;リウマチ科;小児科,0,,
472123,0000000699,沖縄県,豊見城市,田仲医院,タナカイイン,無床診療所,豊見城市宜保2丁目1-9,,26.17762497,127.67775119,(098)850-7474,,,,,,,,,,,内科,0,,
472123,0000000700,沖縄県,豊見城市,もりクリニック,モリクリニック,無床診療所,豊見城市宜保2丁目1番地5,,26.17714440,127.67687902,(098)856-1500,,,,,,,,,,,内科;小児科;皮膚科;呼吸器科;消化器科;循環器科,0,,
472107,0000000701,沖縄県,糸満市,みなみしまクリニック,ミナミシマクリニック,無床診療所,糸満市字潮平787番地17,,26.15097122,127.67143285,(098)840-3730,,,,,,,,,,,内科,0,,
472123,0000000702,沖縄県,豊見城市,高橋クリニック,タカハシクリニック,無床診療所,豊見城市字与根8番地15,,26.17304336,127.65758222,(098)851-1971,,,,,,,,,,,内科;呼吸器科;胃腸科;循環器科;小児科;外科;整形外科;皮膚科;こう門科,0,,
472107,0000000703,沖縄県,糸満市,aｍ皮膚科クリニック,アムヒフカクリニック,無床診療所,糸満市字潮平787番5,,26.15082122,127.67132730,(098)995-1212,,,,,,,,,,,皮膚科,0,,
473294,0000000704,沖縄県,西原町,うるま婦人寮診療所,ウルマフジンリョウシンリョウジョ,無床診療所,西原町字兼久110-2,,26.21701413,127.76620729,(098)945-6151,,,,,,,,,,,内科,0,,
472158,0000000705,沖縄県,南城市,みなみ野クリニック　,ミナミノクリニック　,無床診療所,南城市大里字平良2584番地2,,26.18057283,127.74791630,(098)945-8811,,,,,,,,,,,脳神経外科;内科;心療内科;外科;整形外科;リハビリテーション科;精神科,0,,
473502,0000000706,沖縄県,南風原町,吉クリニック,ヨシクリニック,無床診療所,南風原町字神里495,,26.17287329,127.72764097,(098)888-5552,,,,,,,,,,,内科,0,,
472123,0000000707,沖縄県,豊見城市,"なかそね整形外科リハビリクリニック	","ナカソネセイケイゲカリハビリクリニック	",無床診療所,豊見城市字豊見城444番2,,26.18296316,127.67747290,(098)851-0255,,,,,,,,,,,整形外科;リハビリテーション科;リウマチ科,0,,
473626,0000000708,沖縄県,八重瀬町,東風平クリニック,コチンダクリニック,無床診療所,八重瀬町字伊覇254番地3　メゾンあらかき1Ｆ,,26.15709956,127.72166170,(098)998-6636,,,,,,,,,,,内科;小児科,0,,
472158,0000000709,沖縄県,南城市,特別養護老人ホーム東雲の丘　医務室,トクベツヨウゴロウジンホームシノノメノオカ　イムシツ,無床診療所,南城市大里字大城1392番地,,26.16741603,127.76511824,(098)946-2051,,,,,,,,,,,内科,0,,
472107,0000000710,沖縄県,糸満市,医療法人水平会　豆の木クリニック,イリョウホウジンスイヘイカイ　マメノキクリニック,無床診療所,糸満市字潮平764番地1,,26.14933801,127.67162175,(098)995-3030,,,,,,,,,,,内科;腎臓内科（人工透析）,0,,
472123,0000000711,沖縄県,豊見城市,とくとくクリニック,トクトククリニック,無床診療所,豊見城市字豊見城444番地2,,26.18296316,127.67747290,(098)851-0277,,,,,,,,,,,循環器科;内科,0,,
473294,0000000712,沖縄県,西原町,玄米クリニック,ゲンマイクリニック,無床診療所,西原町字翁長834番地　トムズエンタープライズビル2Ｆ,,26.23618133,127.75371296,(098)944-6663,,,,,,,,,,,内科;循環器科,0,,
472123,0000000713,沖縄県,豊見城市,上地耳鼻咽喉科,ウエチジビインコウカ,無床診療所,豊見城市字我那覇476番地1,,26.17664708,127.67452634,(098)850-8787,,,,,,,,,,,耳鼻咽喉科,0,,
473481,0000000714,沖縄県,与那原町,まつだクリニック,マツダクリニック,無床診療所,与那原町字与那原3678番地,,26.19966570,127.76091969,(098)944-7400,,,,,,,,,,,整形外科;リハビリテーション科;婦人科,0,,
472123,0000000715,沖縄県,豊見城市,うえず内科クリニック,ウエズナイカクリニック,無床診療所,豊見城市宜保2丁目7番地1,,26.17815256,127.67584285,(098)891-6688,,,,,,,,,,,内科;リウマチ科;腎臓内科;糖尿病内科;脂質代謝内科,0,,
473502,0000000716,沖縄県,南風原町,比嘉胃腸科内科,ヒガイチョウカナイカ,無床診療所,南風原字照屋362番地,,26.19114371,127.72855086,(098)882-7000,,,,,,,,,,,胃腸科;内科,0,,
473502,0000000717,沖縄県,南風原町,ウィメンズメンタルクリニック　みなみ,ウィメンズメンタルクリニック　ミナミ,無床診療所,南風原町字新川507番1,,26.21324405,127.72794934,(098)889-3739,,,,,,,,,,,"心療内科;精神科
",0,,
473294,0000000718,沖縄県,西原町,特別養護老人ホーム守礼の里診療所,トクベツヨウゴロウジンホームシュレイノサトシンリョウジョ,無床診療所,西原町字掛保久346番地,,26.23343492,127.77318660,(098)945-0028,,,,,,,,,,,内科,0,,
472158,0000000719,沖縄県,南城市,大里こどもクリニック,オオサトコドモクリニック,無床診療所,南城市大里字平良2545番地1,,26.17798696,127.74771090,(098)882-8111,,,,,,,,,,,小児科,0,,
472107,0000000720,沖縄県,糸満市,障害者支援施設　更生ソフィア　医務室,ショウガイシャシエンシセツ　コウセイソフィア　イムシツ,無床診療所,糸満市字阿波根1021,,26.15208815,127.67854363,(098)994-1717,,,,,,,,,,,内科;整形外科,0,,
472123,0000000721,沖縄県,豊見城市,みやぎ内科,ミヤギナイカ,無床診療所,豊見城市字翁長869,,26.16158966,127.66796047,(098)988-6100,,,,,,,,,,,内科;消化器科,0,,
473626,0000000722,沖縄県,八重瀬町,中村内科胃腸科,ナカムラナイカイチョウカ,無床診療所,八重瀬町字具志頭154番地9,,26.12369163,127.74861002,(098)840-7778,,,,,,,,,,,内科;胃腸科,0,,
473294,0000000723,沖縄県,西原町,南西石油　医務室,ナンセイセキユ　イムシツ,無床診療所,西原町字小那覇858番地,,26.22683298,127.77960305,(098)945-3335,,,,,,,,,,,内科,0,,
473502,0000000724,沖縄県,南風原町,沖縄県小児保健協会附属クリニック,オキナワケンショウニホケンキョウカイフゾククリニック,無床診療所,南風原町字新川218-11,,26.20578929,127.72596672,(098)963-8462,,,,,,,,,,,小児科;心療内科;眼科;耳鼻咽頭科;精神科;皮膚科;歯科,0,,
472123,0000000725,沖縄県,豊見城市,社会医療法人友愛会　豊見城中央病院附属健康管理センター,シャカイイリョウホウジンユウアイカイ　トミグスクチュウオウビョウインフゾクケンコウカンリセンター,無床診療所,豊見城市字豊崎3番49,,26.16004709,127.65228301,(098)852-2000,,,,,,,,,,,内科;乳腺外科;婦人科,0,,
472123,0000000726,沖縄県,豊見城市,渡名喜眼科,トナキガンカ,無床診療所,豊見城市字名嘉地220番地4,,26.17411872,127.66373490,(098)891-6234,,,,,,,,,,,眼科,0,,
473502,0000000727,沖縄県,南風原町,心のクリニック　さくら,ココロノクリニック　サクラ,無床診療所,南風原町字与那覇283番地,,26.20041515,127.73886870,(098)851-7888,,,,,,,,,,,心療内科;精神科,0,,
472107,0000000728,沖縄県,糸満市,がじまる診療所,ガジマルシンリョウジョ,無床診療所,糸満市西崎2丁目26番6号,,26.14038548,127.66260008,(098)851-3347,,,,,,,,,,,内科;小児科,0,,
472107,0000000729,沖縄県,糸満市,みんなのクリニック,ミンナノクリニック,無床診療所,糸満市字真栄里2029-11,,26.12116777,127.67062505,(098)840-3733,,,,,,,,,,,内科;胃腸内科,0,,
472158,0000000730,沖縄県,南城市,南城眼科,ナンジョウガンカ,無床診療所,南城市玉城字堀川695-1,,26.12987211,127.76248091,(098)949-1680,,,,,,,,,,,眼科,0,,
473481,0000000731,沖縄県,与那原町,よなみね眼科,ヨナミネガンカ,無床診療所,与那原町字東浜94番地1,,26.20522897,127.75734467,(098)944-1351,,,,,,,,,,,眼科,0,,
473294,0000000732,沖縄県,西原町,ハートライフクリニック ,ハートライフクリニック ,無床診療所,西原町字掛保久288番地,,26.23622906,127.77230044,(098)882-0810,,,,,,,,,,,内科;糖尿病内科;小児科,0,,
472123,0000000733,沖縄県,豊見城市,朋友クリニック,ホウユウクリニック,無床診療所,豊見城市字上田1-17,,26.17571706,127.68034576,(098)840-2288,,,,,,,,,,,脳神経外科;神経内科;リハビリテーション科;放射線科;内科;整形外科;外科;心療内科;小児科,0,,
